RA	Nome	Unidade	Semestre	Turma
20745989	JEONG JEONG	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20761959	JEOR MORMONT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20911135	JERRY LEE LEWIS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20932056	JIM MORRISON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20960826	JIMBO JONES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20993822	JOE COCKER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20560834	JOFFREY BARATHEON	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20843988	JOHN FOGERTY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20571016	JOHN LEE HOOKER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20791169	JOHN LENNON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20988241	JOHNNY CASH	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20855609	JOHNNY TEST (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20759983	JON STEWART	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20678183	JONI MITCHELL	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20522644	JORAH MORMONT	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20526158	JUSTIN BIEBER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20642054	JUSTINE DANCER	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20990138	KANYE WEST	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20951362	KAREN CARPENTER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20761310	KAREN DEGROOT 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20887663	KATY PERRY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20639422	KEN (BONECO)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20852566	KENNY CHESNEY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20996451	KESSIE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20971753	KEVAN LANNISTER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20056222	KEVIN HART	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20096779	KIM KARDASHIAN	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20731361	KING K. ROOL	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20987122	KOKO (MAX FLEISCHER)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20787294	KURT COBAIN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
21001241	LADY GAGA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20680814	LEBRON JAMES	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20885877	LEVON HELM	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20193712	LIONEL MESSI	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20987301	LITTLE RICHARD	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20986019	LIZZIE HEARTS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20771354	LOBO MAU	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20951134	LORDE BORK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20993451	LOU REED	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20907362	LOUIS C K	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20700650	LUPINA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20290857	MADBALLS	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20477824	MADELINE HATTER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
21022490	MADELINE MURPHY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20652260	MADONNA	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20474891	MAGALI	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20961613	MAGGIE SIMPSON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20652060	MAGGIE SIMPSON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20668412	MAI (AVATAR: THE LAST AIRBENDER)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20574016	MALIBU STACY (OS SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
4108001	MALIGNA (MASTERS OF THE UNIVERSE)	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20885672	MANNY PACQUIAO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20846063	MARGE SIMPSON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20635086	MARIA SHARAPOVA	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20876142	MARIAH CAREY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
21022839	MARIETA EDGECOMBE    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20696992	MARIO (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20555454	MARK BURNETT (THE BIBLE)	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20983581	MARK WAHLBERG	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20892200	MARLENE MCKINNON    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20942035	MARTIN KEAMY 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21003863	MARTIN PRINCE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20751761	MARVIN GAYE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20950664	MARVIN MONROE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20755767	MARVIN, O MARCIANO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20981536	MARY J. BLIGE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20517433	MASSARO (MAURICIO DE SOUSA)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20774545	MATTHEW ABADDON 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20655654	MAVIS STAPLES	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20856178	MEANY RANHETA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20876707	MEGA MAN 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20665197	MEISTRE AEMON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
21012530	MELISSA MCCARTHY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20257443	MENTOR (MASTERS OF THE UNIVERSE)	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
21018259	MERLE HAGGARD	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20929886	MERYL STREEP	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20827834	MICHAEL BAY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20712853	MICHAEL D'AMICO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20984676	MICHAEL JACKSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20956615	MICK JAGGER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20308781	MISS PRISSY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20977158	MISTER B	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20470095	MITHU	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20869608	MIYAMOTO USAGI	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20537169	MOE SZYSLAK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20881321	MONA SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20909372	MONICA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20857069	MONSIEUR DELACOUR    	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20772953	MONTGOMERY BURNS	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20514382	MORRISSEY 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20866055	MUDDY WATERS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21004753	MULCIBER     	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20912763	MULHER GORDA    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20987885	MURPHY GENGIVAS SANGRENTAS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20902720	MUTTLEY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20429899	MY MELODY	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
10191026	MYRCELLA BARATHEON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21010098	NANA PALITO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20528332	NANCY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20954055	NAOMI DORRIT 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20933332	NARCISA BLACK MALFOY   	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20934385	NEGI SPRINGFIELD	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20871626	NEIL PATRICK HARRIS	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20354826	NEIL YOUNG	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20999523	NIGEL WOLPERT    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20963613	NINA SIMONE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20565270	OFFICER DIBBLE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20230718	OGG     	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20866893	OLIMPIA MAXIME    	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20937494	OLIVIA HORNBY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20733091	OPRAH WINFREY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
21010832	OS GOONS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20717393	OSWALD THE LUCKY RABBIT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20324578	OTIS REDDING	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20546658	OTTO ROCKET	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20608551	PAC-MAN 	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20203141	PAPAI SMURF	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20845287	PATO DONALD	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20983695	PATSY CLINE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20314392	PATTI LABELLE	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20853812	PATTI SMITH	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20925146	PAUL MCCARTNEY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20618148	PAUL RODGERS	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20906228	PENELOPE PITSTOP	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20758760	PEPPER ANN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20978253	PERNINHA E LILICA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20224226	PETER JACKSON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20467662	PETER POTAMUS	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20951129	PETYR BAELISH	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20704233	PIERRE CHANG 	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20442184	PINK PANTHER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20500007	PLUCKY DUCK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20440787	POCAHONTAS	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20653995	POPEYE	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20953991	PORKY PIG	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20653610	PORPENTINA SCAMANDER    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20568035	PRINCE 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20980951	PUCCA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20454163	PURO OSSO	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20723369	RACHAEL RAY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20667541	RAY ROMANO	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20604501	REGULUS BLACK    	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20684091	REPTIL (MARVEL COMICS)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20370923	RICOCHET RABBIT & DROOP-A-LONG	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20756218	RIHANNA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20548782	ROBB STARK	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20876993	ROBERT BARATHEON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20883036	ROBERT DOWNEY JR	CIÊNCIA DA COMPUTAÇÃO	2	ASSIGNAR
20799430	ROBERT PLANT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20886674	ROD STEWART	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20680332	RODRIK CASSEL	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20621695	ROGER DALTREY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
21015814	ROGER FEDERER	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20242313	ROGER LINUS 	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20656776	RONNIE SPECTOR	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20993727	ROQUE-ROQUE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20879993	ROSLIN FREY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20644714	ROY ORBISON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20881692	RUBEO HAGRID    	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20880490	RUFUS SCRIMGEOUR    	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20912596	RUSH LIMBAUGH	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20870558	RYAN SEACREST	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20532946	SAM COOKE	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20930662	SAM MOORE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20630918	SAMWELL TARLY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20955490	SANDOR CLEGANE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20448965	SANSA STARK	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20990527	SARAH SHEPHARD 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20919877	SEAN HANNITY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20420010	SEYMOUR SKINNER	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
21005423	TIAGO GUIDO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20917394	SHELBYVILLE MANHATTAN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20602854	SHERRI E TERRI	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20527538	SIDESHOW BOB	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20798742	SIDESHOW MEL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20850860	SIMON COWELL	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20778802	SLY STONE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20866590	SMOKEY ROBINSON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20995678	SNAKE JAILBIRD	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20747088	SOFIA VERGARA	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20778076	SOLOMON BURKE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20875255	STEPHEN KING	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20760107	STEVEN SPIELBERG	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20537088	STEVEN TYLER	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20731465	STEVIE NICKS	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20883468	STEVIE WONDER	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20763844	STUART RADZINSKY 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20712233	SUZANNE COLLINS	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
21026648	SYRIO FOREL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20744719	TAYLOR SWIFT	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
21007163	THE MAXX	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20518967	THEODORE NOTT    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20649347	THEON GREYJOY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20614472	THOM YORKE	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20886283	TIGER WOODS	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20994252	TIKARA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20872376	TINA FEY (30 ROCK)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20754667	TINA TURNER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20737322	TOBIAS SNAPE E EILEEN PRINCE 	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20778218	TOBY KEITH	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20624841	TOM BRADY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20367378	TOM CRUISE	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20828084	TOM WAITS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20752411	TOMMEN BARATHEON	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20419510	TOOTS HIBBERT	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20730403	TORTA QUENTE	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20709988	TURMA DO BERMUDAO	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20881991	TWEETY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20891336	TYLER PERRY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20552167	TYRION LANNISTER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20628077	TYWIN LANNISTER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20615382	USAIN BOLT	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20661751	VARYS	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20984511	WALDEN MACNAIR    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20460377	WALDER FREY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20761997	WAYMAR ROYCE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20637415	WHITNEY HOUSTON	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20743623	WILL SMITH	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20681493	WILLIE NELSON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20974516	WILSON PICKETT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20910982	YEMI  	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20979427	ZE JACARE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20976644	ZOOEY DESCHANEL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20951855	AERROW	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20628901	AJUDANTE DE PAPAI NOEL	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20843993	AL GREEN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20755671	ALASTOR MOODY    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
21027986	ALICIA SPINNET	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20977374	ANGELINA JOHNSON WEASLEY   	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21009385	ANNIE LENNOX	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20871714	APPLE WHITE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20876313	APRIL O'NEIL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20352167	ARABELLA DORA FIGG   	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20872960	ARIEL	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20761390	ASHLYNN ELLA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20760846	ASTORIA GREENGRASS    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20989378	AXL ROSE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21041283	B.B. KING	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21009648	BART SIMPSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20933365	BENJEN STARK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21022344	BIMBO 	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20948293	BISONHO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20955910	BRANCA DE NEVE (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20699796	BRIAN WILSON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20823155	BRUTO MALFOY    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20897970	CARIDADE BURBAGE    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20874170	CARL CARLSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20718683	CASSIDY PHILLIPS 	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20781288	CASTOR PALITO	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20960550	CHRISTIAN SHEPHARD 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20955361	CLANCY WIGGUM	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20935808	COMIC BOOK GUY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21019287	CORNELIUS FUDGE    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20943431	CYGNUS BLACK    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20758902	CYRUS SIMPSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20885229	DAFFY DUCK	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20747350	DARBY (URSINHO POOH)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20912563	DAVID GUETTA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20738117	DEMELZA ROBINS    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20984496	DENNIS CREEVEY    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20920397	DICK DASTARDLY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20902917	DOLLY PARTON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20643477	DR DRE	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
21050876	DR. JULIUS HIBBERT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20867554	DR. NICK RIVIERA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20941508	DREW BREES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
21033062	DUKEY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20767228	DUQUESA SWAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21027080	DUSTY SPRINGFIELD	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20763799	EDWARD MARS 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20728744	ELLEN DEGENERES	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20848121	ELTON JOHN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20747749	ERNESTO MACMILLAN    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20996398	ESMERALDA (PERSONAGEM DA DISNEY)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20699695	ESPETO (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
21002519	ETTA JAMES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20969625	FO, O ELFO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20969513	FRANKIE VALLI	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20745278	FREDDIE MERCURY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
21024608	FUDENCIO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21034194	GISELE BUNDCHEN	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20913405	GLADYS KNIGHT	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21005402	GRANNY (LOONEY TUNES)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20646005	GUGU (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	6	CCOMPAM06A
20918182	GURU (URSINHO PUFF)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20935142	HANS MOLEMAN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
